Company,TypeName,Inches,Ram,OpSys,Weight,Price,ScreenBreadth,ScreenLength,Screen Panel Type,Additional Screen Features,CPU Brand,CPU Series,CPU Clock Speed,Memory Size,Additional Memory,Memory Type,GPU Brand,GPU Series
Lenovo,Notebook,15.6,8,No OS,2.2,17529,1366,768,Standard,Standard,Intel,Celeron,1.6,1024,0,HDD,Intel,HD
Lenovo,Ultrabook,14,16,Windows 10,1.7,122490,1920,1080,Standard,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
MSI,Gaming,14,16,Windows 10,1.6,100752,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
MSI,Gaming,15.6,8,Windows 10,2.2,58021,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
Lenovo,Gaming,15.6,4,Windows 10,2.4,53226,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
Acer,Gaming,17.3,16,Windows 10,4.2,122490,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Dell,Gaming,15.6,8,Windows 10,2.6,52480,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Asus,Gaming,15.6,8,Windows 10,2.2,71341,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Vero,Notebook,14,4,Windows 10,1.2,10810,1920,1080,Standard,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.4,104961,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.1,51095,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,256,0,SSD,AMD,Radeon
Apple,Ultrabook,12,8,Mac OS X,0.9,62071,2304,1440,IPS Panel,Retina Display,Intel,Core,1.2,512,0,Flash,Intel,HD
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.4,124142,2560,1440,IPS Panel,Standard,Intel,Core,2.5,256,0,SSD,Intel,HD
Asus,Notebook,14,4,Windows 10,1.6,15930,1366,768,Standard,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.0,43156,1366,768,Standard,Standard,Intel,Core,2.5,128,0,SSD,Intel,HD
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,71874,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.0,39373,1920,1080,Standard,Full HD,Intel,Core,2,256,0,SSD,AMD,Radeon
HP,Workstation,15.6,8,Windows 10,3.1,110017,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,Quadro
Asus,Notebook,15.6,8,Windows 10,2.4,58554,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Ultrabook,13.3,8,Windows 10,1.3,79866,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.1,93186,3840,2160,Touchscreen,4K Ultra HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Dell,Netbook,11.6,4,Windows 10,1.6,39640,1366,768,Standard,Standard,Intel,Pentium,1.1,128,0,SSD,Intel,HD
HP,Netbook,12.5,8,Windows 10,1.3,74005,1366,768,Standard,Standard,Intel,Core,2.6,256,0,SSD,Intel,HD
Toshiba,Notebook,15.6,4,Windows 10,2.1,41558,1366,768,Standard,Standard,Intel,Core,2.3,500,0,HDD,Intel,HD
HP,Notebook,15.6,8,Windows 10,2.0,33513,1366,768,Standard,Standard,AMD,A12-Series,2.5,2048,0,HDD,AMD,Radeon
Dell,Gaming,15.6,16,Windows 10,2.6,89457,3840,2160,Standard,4K Ultra HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,4,Windows 10,2.4,32447,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
HP,Gaming,17.3,12,Windows 10,3.7,93186,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,1024,0,HDD,AMD,Radeon
MSI,Gaming,17.3,16,Windows 10,2.9,128671,1920,1080,Standard,Full HD,Intel,Core,2.8,512,1024,SSD,Nvidia,GeForce
Samsung,Ultrabook,13.3,8,Windows 10,0.8,79866,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.0,51202,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.2,42081,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,AMD,Radeon
Lenovo,Ultrabook,14,8,Windows 10,1.3,99047,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Razer,Ultrabook,12.5,16,Windows 10,1.3,95850,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.5,512,0,SSD,Intel,HD
HP,Netbook,11.6,4,Chrome OS,1.2,20512,1366,768,Standard,Standard,Intel,Celeron,1.6,16,0,Flash,Intel,HD
Dell,Gaming,17.3,16,Windows 10,4.4,133467,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,14,4,Windows 10,1.8,40226,1366,768,Standard,Standard,Intel,Core,2.3,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.1,26101,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Intel,HD
Toshiba,Ultrabook,14,4,Windows 10,1.2,58075,1366,768,Standard,Standard,Intel,Core,2.5,128,0,SSD,Intel,HD
Lenovo,Ultrabook,14,8,Windows 10,1.1,133146,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
MSI,Gaming,15.6,8,Windows 10,2.4,63882,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Lenovo,Ultrabook,14,8,Windows 10,1.1,99900,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,Flash,Intel,HD
Toshiba,Notebook,14,4,Windows 10,1.8,26586,1366,768,Standard,Standard,Intel,Pentium,2.1,128,0,SSD,Intel,HD
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,72354,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,14,4,Windows 10,1.8,31168,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Intel,HD
Acer,Netbook,11.6,4,Chrome OS,1.4,18914,1366,768,IPS Panel,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Acer,Notebook,14,8,Windows 10,1.5,32980,1920,1080,IPS Panel,Full HD,Intel,Core,2.4,128,0,SSD,Intel,HD
Razer,Gaming,17.3,32,Windows 10,3.5,292986,3840,2160,Touchscreen,4K Ultra HD,Intel,Core,2.9,512,0,SSD,Nvidia,GeForce
Lenovo,Ultrabook,14,16,Windows 10,1.1,111834,2560,1440,IPS Panel,Quad HD+,Intel,Core,2.6,512,0,SSD,Intel,HD
Asus,Notebook,15.6,4,Linux,2.1,27652,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Lenovo,Notebook,14,8,Windows 10,1.7,63190,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Lenovo,Notebook,14,8,Windows 10,1.3,87912,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,256,0,SSD,Intel,HD
Dell,Gaming,15.6,16,Windows 10,3.2,147832,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Asus,Gaming,17.3,16,Windows 10,2.9,128884,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Toshiba,Notebook,15.6,4,Windows 10,2.0,35644,1366,768,Standard,Standard,Intel,Core,2.4,500,0,HDD,Intel,HD
Lenovo,Notebook,14,4,Chrome OS,1.5,17316,1366,768,Standard,Standard,Intel,Celeron,1.6,16,0,Flash,Intel,HD
Asus,Notebook,15.6,8,Windows 10,2.3,31435,1920,1080,Standard,Full HD,Intel,Core,2.5,128,0,HDD,Intel,HD
Asus,Gaming,17.3,16,Windows 10,2.7,95850,1920,1080,Standard,Full HD,Intel,Core,2.6,512,1024,SSD,Nvidia,GeForce
Dell,Gaming,17.3,32,Windows 10,4.4,163723,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,512,1024,SSD,Nvidia,GeForce
HP,Notebook,17.3,8,Windows 10,2.6,48484,1600,900,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.2,38041,1366,768,Standard,Standard,Intel,Core,2.5,128,0,SSD,Intel,HD
HP,Ultrabook,14,8,Windows 7,1.5,99633,1920,1080,Standard,Full HD,Intel,Core,2.5,512,0,SSD,Intel,HD
Dell,Notebook,15.6,4,Windows 10,2.2,39373,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,AMD,Radeon
HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,32767,1366,768,Touchscreen,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Asus,Ultrabook,13.3,8,Windows 10,1.4,54665,1920,1080,IPS Panel,Full HD,Intel,Core,2.3,512,0,SSD,Nvidia,GeForce
HP,2 in 1 Convertible,13.3,8,Windows 10,1.3,121318,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
HP,Ultrabook,14,8,Windows 10,1.5,78215,1920,1080,Standard,Full HD,Intel,Core,2.5,512,0,SSD,Intel,HD
HP,Notebook,15.6,4,No OS,1.9,15930,1366,768,Standard,Standard,Intel,Celeron,1.6,128,0,SSD,Intel,HD
Asus,Gaming,15.6,16,Windows 10,2.1,101178,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,17.3,8,Linux,2.8,46087,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,AMD,Radeon
Lenovo,Ultrabook,14,8,Windows 10,2.0,101391,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Asus,Notebook,15.6,8,Windows 10,2.3,41931,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,1.9,50349,1920,1080,Standard,Full HD,Intel,Core,2.5,128,0,SSD,Intel,HD
Asus,Notebook,15.6,4,Windows 10,2.0,23922,1366,768,Standard,Standard,Intel,Pentium,1.1,1024,0,HDD,Intel,HD
HP,2 in 1 Convertible,13.3,8,Windows 10,1.3,136343,1920,1080,Touchscreen,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
Dell,Notebook,13.3,8,Windows 10,1.6,34578,1920,1080,Touchscreen,Full HD,Intel,Core,2.3,1024,0,HDD,Intel,HD
Lenovo,Notebook,15.6,4,No OS,2.2,24988,1920,1080,Standard,Full HD,Intel,Core,2.0,1024,0,HDD,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.3,45323,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,1024,0,HDD,Intel,HD
HP,Notebook,15.6,8,Windows 10,1.8,71874,1920,1080,Standard,Full HD,Intel,Core,2.6,256,0,SSD,AMD,Radeon
Toshiba,Notebook,13.3,4,Windows 10,1.0,68464,1920,1080,Standard,Full HD,Intel,Core,2.5,128,0,SSD,Intel,HD
Lenovo,Gaming,15.6,8,No OS,2.5,54185,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Dell,Ultrabook,13.3,16,Windows 10,1.3,119347,3200,1800,Touchscreen,Quad HD+,Intel,Core,2.5,512,0,SSD,Intel,Iris
HP,Notebook,15.6,4,Windows 10,2.1,48484,1920,1080,Standard,Full HD,Intel,Core,2.3,500,0,HDD,Intel,HD
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,58341,1366,768,Standard,Standard,Intel,Core,2.3,256,0,SSD,Intel,HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.4,103896,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Acer,Notebook,14,8,Windows 10,1.6,48058,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Workstation,15.6,8,Windows 10,2.2,94731,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,Quadro
Lenovo,Notebook,15.6,4,Windows 10,2.4,56210,1366,768,Standard,Standard,Intel,Core,2.5,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,4,No OS,2.2,25521,1920,1080,Standard,Full HD,Intel,Core,2,1024,0,HDD,AMD,Radeon
Toshiba,Notebook,15.6,8,Windows 10,2.0,73952,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Lenovo,Notebook,13.3,4,Windows 10,1.4,39160,1920,1080,IPS Panel,Full HD,Intel,Core,2.4,180,0,SSD,Intel,HD
Samsung,Ultrabook,15,16,Windows 10,1.2,98514,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
Dell,Ultrabook,12.5,8,Windows 10,1.6,90043,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
Asus,Notebook,15.6,4,Linux,2.0,21258,1366,768,Standard,Standard,Intel,Pentium,1.1,1024,0,HDD,Intel,HD
Xiaomi,Ultrabook,13.3,8,Windows 10,1.3,49816,1920,1080,IPS Panel,Full HD,Intel,Core,2.3,256,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,4,Windows 10,2.2,48618,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
HP,Notebook,15.6,4,Windows 10,2.0,44701,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
HP,2 in 1 Convertible,13.3,4,Windows 10,1.3,90576,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,36486,1366,768,Touchscreen,Standard,Intel,Core,2.5,500,0,HDD,Intel,HD
Asus,Notebook,14.1,4,Windows 10,1.6,18541,1366,768,Standard,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.2,35644,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,4,Windows 10,2.2,19660,1366,768,Standard,Standard,Intel,Pentium,1.6,500,0,HDD,Intel,HD
HP,2 in 1 Convertible,13.3,4,Windows 10,1.3,95850,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,15.6,4,Linux,2.2,24279,1366,768,Standard,Standard,Intel,Core,2.0,1024,0,HDD,AMD,Radeon
Asus,Gaming,17.3,12,Windows 10,2.2,72988,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
Acer,Netbook,11.6,4,Chrome OS,1.2,15824,1366,768,IPS Panel,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Lenovo,Notebook,17.3,4,Windows 10,2.8,20193,1600,900,Standard,Standard,AMD,A4-Series,2.2,500,0,HDD,AMD,Radeon
HP,Notebook,14,4,Windows 10,2.0,67399,1920,1080,Standard,Full HD,Intel,Core,2.5,128,0,SSD,Intel,HD
HP,2 in 1 Convertible,13.3,16,Windows 10,1.4,74538,3200,1800,Touchscreen,Quad HD+,Intel,Core,2.7,256,0,SSD,Intel,HD
Samsung,Ultrabook,15,8,Windows 10,1.2,90522,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Lenovo,Ultrabook,14,8,Windows 10,1.3,95850,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
MSI,Gaming,17.3,16,Windows 10,2.4,141138,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.6,512,2048,SSD,Nvidia,GeForce
Toshiba,Notebook,13.3,8,Windows 10,1.0,78588,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Gaming,15.6,8,Linux,2.6,49497,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
HP,Notebook,15.6,8,Windows 10,2.0,47952,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,4,Windows 10,2.2,32713,1366,768,Standard,Standard,Intel,Core,2.0,1024,0,HDD,AMD,Radeon
Dell,Notebook,15.6,8,Windows 10,1.9,49816,1920,1080,Standard,Full HD,Intel,Core,2.6,500,0,HDD,Intel,HD
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.2,107257,3200,1800,Touchscreen,Quad HD+,Intel,Core,1.3,512,0,SSD,Intel,HD
Asus,Gaming,17.3,32,Windows 10,3.6,68145,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,256,SSD,Nvidia,GeForce
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.2,87858,1920,1080,Touchscreen,Full HD,Intel,Core,1.3,256,0,SSD,Intel,HD
Lenovo,Ultrabook,14,8,Windows 10,1.1,109170,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,Flash,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.0,104588,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,512,0,SSD,Intel,HD
LG,Ultrabook,15.6,16,Windows 10,1.1,111834,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
HP,Netbook,12.5,8,Windows 10,1.3,79014,1920,1080,Standard,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Acer,Notebook,15.6,4,Chrome OS,2.2,19127,1920,1080,IPS Panel,Full HD,Intel,Celeron,1.5,16,0,Flash,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.6,42037,1920,1080,IPS Panel,Full HD,Intel,Core,2.3,128,1024,SSD,Nvidia,GeForce
LG,Ultrabook,14,8,Windows 10,1.0,101178,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Dell,Notebook,14,8,Windows 10,1.6,64202,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
HP,Ultrabook,12.5,8,Windows 10,1.1,165168,3840,2160,Touchscreen,4K Ultra HD,Intel,Core,1.2,240,0,SSD,Intel,HD
Lenovo,Notebook,15.6,6,Windows 10,2.2,42037,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
HP,Notebook,15.6,8,Windows 10,2.0,54291,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
Acer,Notebook,15.6,4,Windows 10,2.4,26586,1920,1080,Standard,Full HD,Intel,Core,2.4,1024,0,HDD,Intel,HD
Lenovo,Notebook,13.3,4,Windows 10,1.4,46939,1920,1080,Standard,Full HD,Intel,Core,2.5,128,0,SSD,Intel,HD
HP,Notebook,13.3,8,Windows 10,1.5,51148,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
MSI,Gaming,17.3,16,Windows 10,2.7,85194,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Dell,Gaming,15.6,16,Windows 10,2.6,71874,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
MSI,Gaming,15.6,8,Windows 10,2.2,59668,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,4,Windows 10,2.2,36496,1366,768,Standard,Standard,Intel,Core,2.5,1024,0,HDD,AMD,Radeon
HP,Ultrabook,15.6,8,Windows 10,1.8,69103,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,AMD,Radeon
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.4,97236,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,512,0,SSD,Intel,HD
Dell,Notebook,15.6,4,Windows 10,2.0,38889,1366,768,Standard,Standard,Intel,Core,2.3,500,0,HDD,Intel,HD
Lenovo,Ultrabook,12.5,8,Windows 10,1.4,87912,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
HP,Notebook,15.6,8,Windows 10,2.3,62071,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Dell,Notebook,15.6,4,Windows 10,2.2,37725,1366,768,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Intel,HD
HP,Notebook,14,4,Windows 10,2.0,61218,1366,768,Standard,Standard,Intel,Core,2.3,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,16463,1366,768,Standard,Standard,Intel,Pentium,1.1,1024,0,HDD,Intel,HD
HP,Ultrabook,12.5,4,Windows 10,1.3,84129,1920,1080,Standard,Full HD,Intel,Core,2.3,500,0,HDD,Intel,HD
HP,Notebook,15.6,4,No OS,1.9,15392,1366,768,Standard,Standard,Intel,Celeron,1.6,1024,0,HDD,Intel,HD
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,95850,3200,1800,IPS Panel,Quad HD+,Intel,Core,2.2,1024,0,SSD,Intel,Iris
Toshiba,Notebook,14,4,Windows 10,1.5,58874,1920,1080,IPS Panel,Full HD,Intel,Core,2.3,128,0,SSD,Intel,HD
HP,Netbook,12.5,8,Windows 10,1.3,88924,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Dell,Notebook,15.6,4,Windows 10,2.2,29762,1366,768,Standard,Standard,Intel,Core,2.0,1024,0,HDD,Intel,HD
MSI,Gaming,15.6,8,Windows 10,2.2,63882,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Dell,Gaming,17.3,16,Windows 10,4.4,146946,2560,1440,Standard,Standard,Intel,Core,2.7,512,1024,SSD,Nvidia,GeForce
HP,Gaming,17.3,8,Windows 10,2.8,74538,1920,1080,IPS Panel,Full HD,Intel,Core,2.3,128,1024,SSD,Nvidia,GeForce
Asus,Notebook,17.3,4,Windows 10,2.8,28238,1600,900,Standard,Standard,Intel,Pentium,1.6,1024,0,HDD,Nvidia,GeForce
Acer,Notebook,15.6,4,Windows 10,2.2,32980,1366,768,Standard,Standard,Intel,Core,2.5,500,0,HDD,Intel,HD
Toshiba,Notebook,15.6,8,Windows 10,2.2,59620,1366,768,Standard,Standard,Intel,Core,2.3,256,0,SSD,Intel,HD
Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,69210,1920,1080,IPS Panel,Full HD,Intel,Core,1.2,256,0,SSD,Intel,HD
Lenovo,Gaming,15.6,16,Windows 10,2.5,53226,1920,1080,IPS Panel,Full HD,AMD,FX,2.1,512,1024,SSD,AMD,Radeon
Dell,Ultrabook,12.5,8,Windows 10,1.4,78438,1920,1080,Touchscreen,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,8,No OS,2.2,36496,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,Nvidia,GeForce
Dell,Notebook,17.3,4,Windows 10,2.4,35111,1600,900,Standard,Standard,Intel,Core,2.0,1024,0,HDD,AMD,Radeon
Acer,Notebook,14,4,Chrome OS,1.7,18594,1366,768,Standard,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
HP,Workstation,15.6,8,Windows 10,2.0,119826,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,8,0,SSD,Nvidia,Quadro
Dell,Ultrabook,14,8,Windows 10,1.4,94572,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
Toshiba,Notebook,13.3,8,Windows 7,1.2,77788,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,61751,1920,1080,Standard,Full HD,Intel,Core,1.2,64,0,Flash,Intel,HD
Lenovo,Ultrabook,14,8,Windows 10,1.7,79333,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,256,0,SSD,Intel,HD
Dell,Gaming,17.3,16,Windows 10,4.4,168045,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.8,512,1024,SSD,Nvidia,GeForce
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.2,101178,1920,1080,Touchscreen,Full HD,Intel,Core,1.2,256,0,SSD,Intel,HD
HP,2 in 1 Convertible,11.6,4,Windows 10,1.4,41292,1366,768,Touchscreen,Standard,Intel,Pentium,1.1,256,0,SSD,Intel,HD
Dell,Ultrabook,13.3,8,Windows 10,1.3,67559,3200,1800,Standard,Quad HD+,Intel,Core,2.5,256,0,SSD,Intel,HD
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.2,20725,1366,768,IPS Panel,Standard,Intel,Celeron,1.6,32,0,Flash,Intel,HD
Toshiba,Notebook,13.3,8,Windows 10,1.2,81784,1920,1080,Standard,Full HD,Intel,Core,2.4,256,0,SSD,Intel,HD
Lenovo,Ultrabook,12.5,8,Windows 10,1.4,93772,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,256,0,SSD,Intel,HD
Acer,Notebook,15.6,12,Windows 10,2.4,53759,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
Toshiba,Ultrabook,12.5,8,Windows 10,1.1,95371,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
HP,Notebook,15.6,8,Windows 10,2.0,45101,1366,768,Standard,Standard,Intel,Core,2.50,1024,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,4,Linux,2.2,24808,1366,768,Standard,Standard,Intel,Core,2.0,1024,0,HDD,AMD,Radeon
Dell,Notebook,15.6,4,Windows 10,1.9,43956,1366,768,Standard,Standard,Intel,Core,2.5,500,0,HDD,Intel,HD
HP,Notebook,15.6,4,Windows 10,2.0,36496,1920,1080,Standard,Full HD,Intel,Core,2.4,500,0,HDD,Intel,HD
Dell,Gaming,17.3,32,Windows 10,4.4,167778,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,6,Windows 10,2.4,37029,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.2,101178,3200,1800,Touchscreen,Quad HD+,Intel,Core,1.3,512,0,SSD,Intel,HD
Dell,Ultrabook,14,8,Windows 10,1.5,104587,2560,1440,Touchscreen,Standard,Intel,Core,2.6,256,0,SSD,Intel,HD
Dell,Gaming,17.3,32,Windows 10,4.4,149184,1920,1080,Standard,Full HD,Intel,Core,2.6,256,1024,SSD,Nvidia,GeForce
Toshiba,Notebook,14,8,Windows 10,2.0,62870,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Asus,Gaming,17.3,16,Windows 10,2.7,109218,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
HP,Notebook,15.6,8,Windows 10,2.0,52161,1920,1080,IPS Panel,Full HD,Intel,Core,2.70,128,1024,SSD,Nvidia,GeForce
