Company,TypeName,Inches,Ram,OpSys,Weight,Price,Screen Panel Type,Additional Screen Features,Screen Resolution,CPU Brand,CPU Series,CPU Model Number,CPU Clock Speed,Gpu Brand,Gpu Series,Gpu Type,Main Storage Size,Main Storage Type,Additional Storage Size
Lenovo,Ultrabook,14,8,Windows 10,1.13,109170,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,Flash Storage,0
Lenovo,Notebook,15.6,8,Windows 10,1.95,104588,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,512,SSD,0
LG,Ultrabook,15.6,16,Windows 10,1.08,111834,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
HP,Netbook,12.5,8,Windows 10,1.26,79014,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,2.6,42037,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Nvidia,GeForce GTX 960M,GeForce,128,SSD,0
LG,Ultrabook,14,8,Windows 10,0.98,101178,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Dell,Notebook,14,8,Windows 10,1.6,64202,Standard,Full HD,1920x1080,Intel,Core,i5,2.8,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Ultrabook,12.5,8,Windows 10,1.09,165168,Touchscreen,4K Ultra HD,3840x2160,Intel,Core,6Y75,1.2,Intel,HD Graphics 515,HD Graphics,240,SSD,0
Lenovo,Notebook,15.6,6,Windows 10,2.2,42037,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 940MX,GeForce,256,SSD,0
HP,Notebook,15.6,8,Windows 10,2.04,54291,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 930MX,GeForce,256,SSD,0
Lenovo,Notebook,13.3,4,Windows 10,1.44,46939,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
HP,Notebook,13.3,8,Windows 10,1.49,51148,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
MSI,Gaming,17.3,16,Windows 10,2.7,85194,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,256,SSD,0
Dell,Gaming,15.6,16,Windows 10,2.6,71874,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,128,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.2,59668,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
HP,Ultrabook,15.6,8,Windows 10,1.84,69103,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,AMD,Radeon R7 M365X,Radeon,256,SSD,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,97236,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Dell,Notebook,15.6,4,Windows 10,1.95,38889,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,87912,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,15.6,8,Windows 10,2.31,62071,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,14,4,Windows 10,1.95,61218,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
HP,Ultrabook,12.5,4,Windows 10,1.26,84129,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Toshiba,Notebook,14,4,Windows 10,1.47,58874,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
HP,Netbook,12.5,8,Windows 10,1.26,88924,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.2,63882,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Dell,Gaming,17.3,16,Windows 10,4.36,146946,Standard,Standard,2560x1440,Intel,Core,i7,2.7,Nvidia,GeForce GTX 1080,GeForce,512,SSD,0
HP,Gaming,17.3,8,Windows 10,2.75,74538,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Nvidia,GeForce GTX 965M,GeForce,128,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.23,32980,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Toshiba,Notebook,15.6,8,Windows 10,2.2,59620,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,69210,IPS Panel,Full HD,1920x1080,Intel,Core,m7-6Y75,1.2,Intel,HD Graphics 515,HD Graphics,256,SSD,0
Dell,Ultrabook,12.5,8,Windows 10,1.36,78438,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics,HD Graphics,256,SSD,0
Acer,Notebook,14,4,Chrome OS,1.68,18594,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
HP,Workstation,15.6,8,Windows 10,2.0,119826,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,Quadro M1000M,Quadro,8,SSD,0
Dell,Ultrabook,14,8,Windows 10,1.36,94572,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Toshiba,Notebook,13.3,8,Windows 7,1.2,77788,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,61751,Standard,Full HD,1920x1080,Intel,Core,M7-6Y75,1.2,Intel,HD Graphics 515,HD Graphics,64,Flash Storage,0
Lenovo,Ultrabook,14,8,Windows 10,1.7,79333,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Gaming,17.3,16,Windows 10,4.36,168045,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,512,SSD,0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,101178,Touchscreen,Full HD,1920x1080,Intel,Core,i5,1.2,Intel,HD Graphics 615,HD Graphics,256,SSD,0
HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,41292,Touchscreen,Standard,1366x768,Intel,Pentium,N4200,1.1,Intel,HD Graphics 505,HD Graphics,256,SSD,0
Dell,Ultrabook,13.3,8,Windows 10,1.3,67559,Standard,Quad HD+,3200x1800,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20725,IPS Panel,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Toshiba,Notebook,13.3,8,Windows 10,1.2,81784,Standard,Full HD,1920x1080,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,93772,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Acer,Notebook,15.6,12,Windows 10,2.4,53759,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 950M,GeForce,128,SSD,0
Toshiba,Ultrabook,12.5,8,Windows 10,1.1,95371,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Dell,Notebook,15.6,4,Windows 10,1.9,43956,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
HP,Notebook,15.6,4,Windows 10,2.04,36496,Standard,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Dell,Gaming,17.3,32,Windows 10,4.42,167778,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Lenovo,Notebook,15.6,6,Windows 10,2.4,37029,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce 920MX,GeForce,256,SSD,0
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,101178,Touchscreen,Quad HD+,3200x1800,Intel,Core,i7,1.3,Intel,HD Graphics 615,HD Graphics,512,SSD,0
Dell,Ultrabook,14,8,Windows 10,1.5,104587,Touchscreen,Standard,2560x1440,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Gaming,17.3,32,Windows 10,4.42,149184,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Toshiba,Notebook,14,8,Windows 10,1.95,62870,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Asus,Gaming,17.3,16,Windows 10,2.73,109218,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
HP,Notebook,15.6,8,Windows 10,2.04,52161,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.7,Nvidia,GeForce 930MX,GeForce,128,SSD,0
Lenovo,Notebook,14,4,Windows 7,1.70,53386,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,508,Hybrid,0
Asus,2 in 1 Convertible,15.6,16,Windows 10,2.3,95850,Touchscreen,4K Ultra HD,3840x2160,Intel,Core,i7,2.7,Nvidia,GeForce GTX 950M,GeForce,512,SSD,0
Asus,Gaming,17.3,16,Windows 10,2.99,93186,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,256,SSD,0
Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,69210,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Toshiba,Notebook,13.3,4,Windows 7,1.2,63669,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Lenovo,Notebook,15.6,6,Windows 10,2.2,29250,Standard,Full HD,1920x1080,AMD,A12-Series,A12,3.6,AMD,Radeon 530,Radeon,256,SSD,0
Fujitsu,Notebook,15.6,4,Windows 10,2.3,34578,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Toshiba,Notebook,14,4,Windows 10,1.75,48751,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Dell,Notebook,15.6,4,Windows 10,2.25,31914,Standard,Standard,1366x768,Intel,Core,i5,2.5,AMD,Radeon R5 M430,Radeon,500,HDD,0
Lenovo,Gaming,15.6,8,Windows 10,2.5,63349,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
Dell,Notebook,14,8,Windows 10,1.6,59620,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
HP,Netbook,12.5,8,Windows 10,0.97,101658,Standard,Full HD,1920x1080,Intel,Core,6Y75,1.2,Intel,HD Graphics 515,HD Graphics,512,SSD,0
HP,Notebook,15.6,4,Windows 10,2.1,26586,Standard,Full HD,1920x1080,Intel,Core,i3,2.3,AMD,Radeon 520,Radeon,128,SSD,0
Lenovo,Notebook,15.6,4,No OS,1.9,14418,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,128,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,71874,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Asus,Notebook,13.3,8,Windows 10,1.4,61272,Standard,Quad HD+,3200x1800,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Ultrabook,13.3,8,Windows 10,1.11,71874,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.4,20246,Standard,Standard,1366x768,Intel,Pentium,N4200,1.1,Intel,HD Graphics 505,HD Graphics,500,HDD,0
Asus,Gaming,15.6,16,Windows 10,2.5,95850,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,256,SSD,0
HP,Ultrabook,14,8,Windows 10,1.48,111301,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Acer,Gaming,15.6,8,Windows 10,2.7,67132,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
HP,Notebook,13.3,8,Windows 10,1.34,63349,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,15.6,4,Windows 10,2.18,29144,Standard,Standard,1366x768,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,128,SSD,0
HP,Notebook,14,4,Windows 10,1.64,41505,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Toshiba,Notebook,13.3,4,Windows 10,1.2,63669,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
HP,Notebook,14,4,Windows 10,1.48,58607,Standard,Standard,1366x768,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,14,4,Windows 10,1.95,64202,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Ultrabook,14,8,Windows 7,1.43,77202,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,14,8,Windows 10,1.64,55904,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce 930MX,GeForce,256,SSD,0
HP,Notebook,14,4,Windows 10,1.64,36443,Standard,Standard,1366x768,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Dell,Gaming,15.6,8,Windows 10,2.65,50562,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,1024,Hybrid,0
HP,Ultrabook,12.5,4,Windows 10,1.26,81997,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
HP,Notebook,14,4,Windows 10,1.48,84715,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Ultrabook,14,8,Windows 10,1.54,100550,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,13.3,4,Windows 10,1.49,42624,Standard,Standard,1366x768,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Toshiba,Notebook,13.3,8,Windows 10,1.5,64468,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,15.6,4,Windows 10,2.04,41025,Standard,Standard,1366x768,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,17.3,16,Windows 7,2.4,158135,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.7,Nvidia,Quadro 3000M,Quadro,512,SSD,0
Toshiba,Notebook,14,8,Windows 10,1.47,79387,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,14,8,Windows 10,1.43,118761,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,84715,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,13.3,8,Windows 10,1.11,61218,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,14,8,Windows 10,1.64,63159,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 930MX,GeForce,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,2.09,55754,Standard,Full HD,1920x1080,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,500,HDD,0
HP,Ultrabook,12.5,4,Windows 10,1.26,83063,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,14,4,Windows 10,2.31,63349,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
HP,Notebook,14,4,Windows 10,1.95,56476,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Dell,Ultrabook,13.3,8,Windows 10,1.29,86526,Touchscreen,Quad HD+,3200x1800,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,17.3,8,Windows 10,2.63,57542,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce 930MX,GeForce,256,SSD,0
HP,Notebook,14,4,Windows 10,1.64,51841,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
MSI,Gaming,17.3,8,Windows 10,2.7,63499,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
HP,Notebook,14,8,Windows 7,1.95,63669,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,15.6,8,Windows 10,1.84,65480,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Ultrabook,12.5,8,Windows 10,1.26,71874,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,15.6,4,Windows 10,2.04,39533,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Toshiba,Ultrabook,14,8,Windows 10,1.47,91908,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Notebook,15.6,8,Windows 7,2.09,56633,Standard,Full HD,1920x1080,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,14,8,Windows 10,1.64,53839,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,15.6,4,Windows 10,1.8,45128,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Vero,Notebook,14,2,Windows 10,1.45,11231,Standard,Standard,1366x768,Intel,Atom,X5-Z8350,1.4,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Toshiba,Notebook,15.6,16,Windows 10,2.4,75924,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Nvidia,GeForce 930M,GeForce,256,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,55922,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,14,4,Windows 10,1.54,53280,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
HP,Notebook,15.6,8,Windows 10,1.84,112065,Standard,Full HD,1920x1080,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,500
HP,Notebook,14,8,Windows 7,1.43,78268,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
MSI,Gaming,17.3,16,Windows 10,3.78,82351,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 980M,GeForce,256,SSD,0
Lenovo,Gaming,17.3,16,Windows 10,4.6,122010,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 980M,GeForce,128,SSD,0
Asus,Netbook,11.6,4,Chrome OS,1.2,15339,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,16,Flash Storage,0
Lenovo,Notebook,14,16,Windows 7,1.1,139593,IPS Panel,Standard,2560x1440,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.3,58288,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,15.6,4,Windows 10,2.04,52161,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,15.6,4,Windows 10,2.31,37570,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
HP,Notebook,15.6,4,No OS,1.96,26586,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Dell,2 in 1 Convertible,13.3,12,Windows 10,1.6,69210,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
MSI,Gaming,15.6,16,Windows 10,2.94,96916,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
MSI,Gaming,15.6,16,Windows 10,1.8,102777,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Dell,Ultrabook,13.3,8,Windows 10,1.29,77682,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,42517,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Gaming,15.6,16,Windows 10,3.21,70809,Standard,4K Ultra HD,3840x2160,Intel,Core,i7,2.6,Nvidia,GeForce GTX 970M,GeForce,256,SSD,0
Dell,Notebook,15.6,4,Windows 10,2.06,25679,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
HP,Notebook,15.6,4,Windows 10,2.31,63882,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
HP,Ultrabook,12.5,8,Windows 7,1.26,63882,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,13.3,8,Windows 10,1.49,58075,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,91294,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,Notebook,17.3,8,Windows 10,3.0,35111,Standard,Standard,1600x900,Intel,Core,i5,2.3,AMD,Radeon R5 M330,Radeon,1024,HDD,0
MSI,Gaming,17.3,16,Windows 10,3.78,133146,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Lenovo,Notebook,15.6,4,Windows 10,2.1,28771,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
HP,Notebook,15.6,4,Windows 7,2.31,50083,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,Ultrabook,12.5,8,Windows 10,0.99,74538,IPS Panel,Standard,2560x1440,Intel,Core,6Y75,1.2,Intel,HD Graphics 515,HD Graphics,512,SSD,0
Lenovo,Gaming,17.3,32,Windows 10,4.6,172627,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 980M,GeForce,512,SSD,1024
Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,34433,IPS Panel,Standard,1920x1200,Intel,Atom,x5-Z8550,1.4,Intel,HD Graphics 400,HD Graphics,64,Flash Storage,0
HP,Ultrabook,13.3,16,Windows 10,1.3,109170,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Dell,Notebook,15.6,8,Windows 10,2.18,39960,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,14,4,Windows 7,1.54,54931,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
HP,Workstation,15.6,8,Windows 7,1.9,79653,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,AMD,FirePro W4190M,FirePro,256,SSD,0
Lenovo,Notebook,14,8,Windows 7,1.7,63882,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,180,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.4,20619,Standard,Standard,1366x768,AMD,A8-Series,A8,2.2,AMD,Radeon R5,Radeon,500,HDD,0
Dell,Notebook,15.6,4,Linux,2.2,20965,Standard,Standard,1366x768,Intel,Pentium,N3700,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
Asus,Gaming,17.3,8,Windows 10,2.7,85194,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Dell,Ultrabook,13.3,4,Windows 10,1.4,43601,IPS Panel,Full HD,1920x1080,Intel,Core,i5,1.6,AMD,Radeon 530,Radeon,256,SSD,0
HP,Netbook,12.5,4,Windows 7,2.4,85194,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Acer,Notebook,15.6,8,Windows 10,2.4,42570,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 950M,GeForce,256,SSD,0
MSI,Gaming,17.3,8,Windows 10,2.6,85194,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 965M,GeForce,256,SSD,0
